Switch: edge2,5.0,0.461
Switch: edge1,5.0,0.0
Switch: core,5.0,0.461
Switch: edge1,5.0,0.3468
Switch: edge1,5.0,0.0
Switch: edge2,5.0,0.0
Switch: edge1,5.0,0.0
Switch: edge2,5.0,0.0
Switch: core,5.0,0.3468
Switch: edge2,5.0,0.0
Switch: edge2,10.0,0.5
Switch: edge1,10.0,0.0
Switch: core,10.0,0.5
Switch: edge1,10.0,0.5526
Switch: edge1,10.0,0.0
Switch: edge2,10.0,0.0
Switch: edge1,10.0,0.1604
Switch: edge2,10.0,0.0
Switch: core,10.0,0.4012
Switch: edge2,10.0,0.0
Switch: edge2,15.0,0.096868
Switch: edge1,15.0,0.0
Switch: core,15.0,0.096868
Switch: edge1,15.0,0.453766
Switch: edge1,15.0,0.0
Switch: edge2,15.0,0.0
Switch: edge1,15.0,0.114034
Switch: edge2,15.0,0.0
Switch: core,15.0,0.356066
Switch: edge2,15.0,0.0
Switch: edge2,20.0,0.096868
Switch: edge1,20.0,0.0
Switch: core,20.0,0.096868
Switch: edge1,20.0,0.222604
Switch: edge1,20.0,0.0
Switch: edge2,20.0,0.0
Switch: edge1,20.0,0.076868
Switch: edge2,20.0,0.0
Switch: core,20.0,0.121302
Switch: edge2,20.0,0.0
Switch: edge2,25.0,0.0
Switch: edge1,25.0,0.0
Switch: core,25.0,0.0
Switch: edge1,25.0,0.0
Switch: edge1,25.0,0.0
Switch: edge2,25.0,0.0
Switch: edge1,25.0,0.0
Switch: edge2,25.0,0.0
Switch: core,25.0,0.0
Switch: edge2,25.0,0.0
Switch: edge2,30.0,0.0
Switch: edge1,30.0,0.02
Switch: core,30.0,0.0
Switch: edge1,30.0,0.0
Switch: edge1,30.0,0.0
Switch: edge2,30.0,0.0
Switch: edge1,30.0,0.0
Switch: edge2,30.0,0.0
Switch: core,30.0,0.0
Switch: edge2,30.0,0.0
Switch: edge2,35.0,0.0
Switch: edge1,35.0,0.0
Switch: core,35.0,0.0
Switch: edge1,35.0,0.0
Switch: edge1,35.0,0.0
Switch: edge2,35.0,0.0
Switch: edge1,35.0,0.0
Switch: edge2,35.0,0.0
Switch: core,35.0,0.0
Switch: edge2,35.0,0.0
Switch: edge2,40.0,0.0
Switch: edge1,40.0,0.02
Switch: core,40.0,0.0
Switch: edge1,40.0,0.0
Switch: edge1,40.0,0.0
Switch: edge2,40.0,0.0
Switch: edge1,40.0,0.0
Switch: edge2,40.0,0.0
Switch: core,40.0,0.0
Switch: edge2,40.0,0.0
Switch: edge2,45.0,0.0
Switch: edge1,45.0,0.0
Switch: core,45.0,0.0
Switch: edge1,45.0,0.0
Switch: edge1,45.0,0.0
Switch: edge2,45.0,0.0
Switch: edge1,45.0,0.0
Switch: edge2,45.0,0.0
Switch: core,45.0,0.0
Switch: edge2,45.0,0.0
Switch: edge2,100.0,0.0
Switch: edge1,100.0,0.0
Switch: core,100.0,0.0
Switch: edge1,100.0,0.0
Switch: edge1,100.0,0.0
Switch: edge2,100.0,0.0
Switch: edge1,100.0,0.0
Switch: edge2,100.0,0.0
Switch: core,100.0,0.0
Switch: edge2,100.0,0.0
Switch: edge2,105.0,0.0
Switch: edge1,105.0,0.0
Switch: core,105.0,0.0
Switch: edge1,105.0,0.0
Switch: edge1,105.0,0.0
Switch: edge2,105.0,0.0
Switch: edge1,105.0,0.0
Switch: edge2,105.0,0.0
Switch: core,105.0,0.0
Switch: edge2,105.0,0.0
Switch: edge2,110.0,0.08
Switch: edge1,110.0,0.0
Switch: core,110.0,0.08
Switch: edge1,110.0,0.0896
Switch: edge1,110.0,0.0
Switch: edge2,110.0,0.0
Switch: edge1,110.0,0.0
Switch: edge2,110.0,0.0
Switch: core,110.0,0.0896
Switch: edge2,110.0,0.0
Switch: edge2,115.0,0.0
Switch: edge1,115.0,0.0
Switch: core,115.0,0.0
Switch: edge1,115.0,0.0
Switch: edge1,115.0,0.0
Switch: edge2,115.0,0.0
Switch: edge1,115.0,0.0
Switch: edge2,115.0,0.0
Switch: core,115.0,0.0
Switch: edge2,115.0,0.0
