host08,5.0,0.4611999975
host07,5.0,0.0
host06,5.0,0.0
host05,5.0,0.0
host04,5.0,0.09369999890000001
host03,5.0,0.0707999993
host02,5.0,0.0
host01,5.0,0.0
host08,10.0,0.2525999981
host07,10.0,0.0
host06,10.0,0.0
host05,10.0,0.0
host04,10.0,0.0613999991
host03,10.0,0.07719999920000001
host02,10.0,0.0
host01,10.0,0.20699999900000002
host08,15.0,0.18871066579999998
host07,15.0,0.0
host06,15.0,0.0
host05,15.0,0.0
host04,15.0,0.0366893327
host03,15.0,0.1173886654
host02,15.0,0.0
host01,15.0,0.1222666657
host08,20.0,0.1181999995
host07,20.0,0.0
host06,20.0,0.0
host05,20.0,0.0
host04,20.0,0.0444999997
host03,20.0,0.1132999994
host02,20.0,0.0
host01,20.0,0.0959333328
host08,25.0,0.0
host07,25.0,0.0
host06,25.0,0.0
host05,25.0,0.0
host04,25.0,0.0
host03,25.0,0.25
host02,25.0,0.0
host01,25.0,0.0
host08,30.0,0.0
host07,30.0,0.0
host06,30.0,0.0
host05,30.0,0.0
host04,30.0,0.0
host03,30.0,0.0
host02,30.0,0.2449
host01,30.0,0.0
host08,35.0,0.0
host07,35.0,0.0
host06,35.0,0.0
host05,35.0,0.0
host04,35.0,0.0
host03,35.0,0.25
host02,35.0,0.0
host01,35.0,0.0
host08,40.0,0.0
host07,40.0,0.0
host06,40.0,0.0
host05,40.0,0.0
host04,40.0,0.0
host03,40.0,0.0
host02,40.0,0.2448999999
host01,40.0,0.0
host08,45.0,0.0
host07,45.0,0.0
host06,45.0,0.0
host05,45.0,0.0
host04,45.0,0.0
host03,45.0,0.0
host02,45.0,0.0
host01,45.0,0.0
host08,100.0,0.0
host07,100.0,0.0
host06,100.0,0.0
host05,100.0,0.0
host04,100.0,0.0
host03,100.0,0.0
host02,100.0,0.0
host01,100.0,0.0
host08,105.0,0.0
host07,105.0,0.0
host06,105.0,0.0
host05,105.0,0.0
host04,105.0,0.25
host03,105.0,0.0
host02,105.0,0.0
host01,105.0,0.0
host08,110.0,0.1231999993
host07,110.0,0.0
host06,110.0,0.0
host05,110.0,0.0
host04,110.0,0.0164999997
host03,110.0,0.1886999996
host02,110.0,0.0
host01,110.0,0.0
host08,115.0,0.0
host07,115.0,0.0
host06,115.0,0.0
host05,115.0,0.0
host04,115.0,0.0
host03,115.0,0.0
host02,115.0,0.0
host01,115.0,0.0
